PTBs,Nontargeting,GEARS,Causal,Conditional,Full,RandAvg
SKP2,0.46,0.36,0.6,0.48,0.42,0.54
RPL5,0.44,0.5,0.46,0.44,0.5,0.49
MED6,0.44,0.32,0.32,0.34,0.42,0.33999999999999997
RPS7,0.4,0.38,0.44,0.48,0.38,0.42000000000000004
PMF1,0.52,0.44,0.44,0.38,0.34,0.35
YTHDC1,0.32,0.44,0.36,0.48,0.44,0.33
PSMD6,0.48,0.44,0.46,0.4,0.36,0.32
NELFCD,0.52,0.46,0.38,0.58,0.5,0.49
RPL32,0.42,0.56,0.34,0.42,0.4,0.41000000000000003
BCR,0.44,0.26,0.42,0.36,0.32,0.22
HARS,0.52,0.46,0.34,0.32,0.38,0.38
RPL31,0.42,0.46,0.2,0.2,0.38,0.42000000000000004
YEATS2,0.4,0.54,0.44,0.5,0.44,0.52
RPSA,0.48,0.38,0.46,0.46,0.4,0.4
RUVBL1,0.46,0.3,0.36,0.34,0.38,0.4
RPL36,0.42,0.44,0.36,0.24,0.42,0.44
POLR1E,0.38,0.34,0.48,0.36,0.48,0.45
TEFM,0.46,0.6,0.38,0.52,0.58,0.48
SUPT5H,0.46,0.38,0.32,0.2,0.3,0.35
RPL11,0.4,0.66,0.46,0.38,0.34,0.35
WBP11,0.46,0.4,0.5,0.66,0.48,0.4
POLR2F,0.52,0.54,0.6,0.44,0.4,0.41000000000000003
ATP6V1B2,0.58,0.44,0.46,0.34,0.52,0.44
GOLT1B,0.5,0.46,0.4,0.6,0.4,0.39
POLR2D,0.54,0.42,0.4,0.4,0.56,0.41000000000000003
RPS15A,0.46,0.48,0.34,0.42,0.4,0.4
ARGLU1,0.38,0.54,0.6,0.44,0.34,0.44
EIF2B4,0.46,0.46,0.42,0.32,0.36,0.29
XPO1,0.44,0.32,0.4,0.56,0.4,0.29000000000000004
RPL10,0.52,0.46,0.46,0.4,0.3,0.51
COPS4,0.48,0.34,0.34,0.26,0.44,0.41000000000000003
POLR2E,0.56,0.38,0.3,0.48,0.36,0.39
DHX36,0.42,0.48,0.48,0.6,0.66,0.48
COPS8,0.46,0.44,0.4,0.4,0.4,0.31000000000000005
SF3B2,0.44,0.44,0.48,0.4,0.44,0.36
ISCA2,0.46,0.36,0.52,0.54,0.52,0.36
RPLP2,0.36,0.48,0.42,0.54,0.54,0.41000000000000003
WDR3,0.3,0.52,0.44,0.44,0.4,0.47
ABCF1,0.34,0.48,0.34,0.56,0.48,0.47
PSMC2,0.46,0.54,0.28,0.5,0.3,0.30000000000000004
CDK1,0.38,0.5,0.34,0.36,0.36,0.37
SF3B4,0.5,0.6,0.48,0.5,0.38,0.48000000000000004
PHB2,0.48,0.34,0.34,0.4,0.3,0.39
RPL30,0.52,0.54,0.36,0.28,0.36,0.29000000000000004
NUMA1,0.52,0.46,0.38,0.48,0.44,0.41000000000000003
DSN1,0.48,0.4,0.38,0.34,0.42,0.38
EIF4E,0.48,0.38,0.38,0.36,0.46,0.38
DNAJC19,0.52,0.38,0.36,0.26,0.4,0.31000000000000005
RPL37A,0.54,0.5,0.24,0.3,0.38,0.38
RPL10A,0.4,0.42,0.38,0.4,0.46,0.47
RPAP2,0.52,0.32,0.3,0.42,0.32,0.31
HSPA9,0.48,0.48,0.54,0.4,0.32,0.33999999999999997
DDX41,0.42,0.5,0.42,0.38,0.34,0.33999999999999997
CNOT1,0.48,0.6,0.48,0.6,0.42,0.45999999999999996
COPS6,0.44,0.52,0.42,0.44,0.48,0.32
HEATR1,0.48,0.4,0.6,0.58,0.5,0.46
HMGCS1,0.5,0.52,0.26,0.48,0.52,0.43000000000000005
POLR3E,0.46,0.48,0.44,0.58,0.46,0.4
PSMD7,0.44,0.36,0.4,0.46,0.36,0.45999999999999996
DHX16,0.48,0.52,0.38,0.38,0.5,0.38
DDX24,0.46,0.54,0.4,0.46,0.42,0.4
RCC1,0.32,0.52,0.46,0.44,0.42,0.4
CDC27,0.32,0.5,0.5,0.52,0.46,0.44
POLRMT,0.5,0.42,0.64,0.5,0.62,0.48
MZT1,0.4,0.42,0.58,0.34,0.4,0.4
PSMD12,0.46,0.44,0.5,0.36,0.42,0.38
VARS,0.52,0.46,0.56,0.36,0.38,0.37
EIF4G1,0.46,0.34,0.44,0.44,0.46,0.43000000000000005
RPL13,0.42,0.54,0.34,0.42,0.38,0.44
RPA3,0.56,0.42,0.52,0.34,0.42,0.44999999999999996
POLR2I,0.44,0.42,0.32,0.4,0.46,0.33999999999999997
COG2,0.52,0.44,0.5,0.4,0.56,0.43
LSM6,0.36,0.52,0.44,0.42,0.34,0.39
CHEK1,0.46,0.4,0.38,0.42,0.42,0.37
GFER,0.44,0.42,0.44,0.4,0.38,0.44
RPS3,0.36,0.38,0.32,0.52,0.38,0.48
IGBP1,0.42,0.46,0.44,0.38,0.44,0.42000000000000004
RSL1D1,0.48,0.4,0.54,0.46,0.48,0.43000000000000005
COPZ1,0.46,0.36,0.5,0.46,0.4,0.43
WDR36,0.5,0.48,0.48,0.5,0.36,0.49
RPS29,0.5,0.5,0.32,0.42,0.36,0.44999999999999996
EIF4G2,0.58,0.34,0.42,0.42,0.38,0.30000000000000004
CHMP6,0.54,0.46,0.38,0.32,0.22,0.31
MED22,0.56,0.46,0.34,0.4,0.34,0.47
RPL3,0.5,0.34,0.38,0.46,0.26,0.25
NUP160,0.52,0.42,0.34,0.4,0.56,0.39
SUPT6H,0.48,0.4,0.28,0.18,0.2,0.4
ANKRD11,0.4,0.56,0.38,0.38,0.46,0.32
ZMAT2,0.38,0.36,0.46,0.4,0.42,0.45
ABCE1,0.56,0.36,0.48,0.5,0.48,0.44
DONSON,0.48,0.28,0.42,0.3,0.3,0.32999999999999996
RRM2,0.54,0.42,0.34,0.46,0.36,0.31
SF3B3,0.4,0.48,0.38,0.24,0.3,0.29
PELO,0.4,0.44,0.52,0.48,0.4,0.49
NACA,0.5,0.52,0.52,0.4,0.5,0.44
BCAS2,0.36,0.52,0.48,0.46,0.48,0.5
KRR1,0.44,0.46,0.52,0.48,0.38,0.41000000000000003
CTR9,0.44,0.46,0.24,0.5,0.28,0.29000000000000004
BAP1,0.48,0.5,0.58,0.38,0.52,0.35
RBMX2,0.44,0.46,0.38,0.42,0.48,0.39
EXOSC2,0.48,0.44,0.46,0.5,0.4,0.42000000000000004
RPL34,0.42,0.64,0.34,0.58,0.36,0.47000000000000003
LSM2,0.42,0.3,0.46,0.42,0.36,0.38
VPS54,0.6,0.48,0.5,0.34,0.42,0.39
HSPA5,0.56,0.36,0.44,0.36,0.38,0.39
AATF,0.44,0.56,0.34,0.42,0.36,0.39
CCT4,0.44,0.38,0.28,0.38,0.64,0.35
MRPS35,0.44,0.46,0.48,0.52,0.46,0.38
HNRNPC,0.48,0.48,0.48,0.46,0.44,0.4
PAF1,0.5,0.48,0.4,0.36,0.42,0.37
ICE1,0.5,0.5,0.36,0.48,0.46,0.33
RPL18,0.56,0.54,0.42,0.46,0.42,0.33
FTSJ3,0.38,0.48,0.48,0.48,0.44,0.41000000000000003
CENPJ,0.52,0.42,0.46,0.5,0.36,0.48
DYNC1H1,0.4,0.54,0.46,0.54,0.54,0.37
SSRP1,0.48,0.38,0.44,0.34,0.42,0.32
NRDE2,0.42,0.52,0.32,0.44,0.44,0.41000000000000003
PSMD1,0.5,0.42,0.48,0.42,0.48,0.41000000000000003
POLD1,0.44,0.62,0.38,0.48,0.44,0.47
RPS12,0.52,0.46,0.2,0.2,0.24,0.33999999999999997
BUB3,0.38,0.38,0.46,0.3,0.4,0.39
SLC25A10,0.48,0.52,0.56,0.46,0.5,0.37
RARS,0.52,0.46,0.4,0.3,0.4,0.36
SLC7A5,0.42,0.44,0.48,0.44,0.36,0.42000000000000004
NOL11,0.34,0.48,0.46,0.52,0.26,0.38
CRNKL1,0.44,0.5,0.32,0.58,0.52,0.37
PMPCB,0.42,0.46,0.56,0.42,0.36,0.29000000000000004
SFPQ,0.42,0.28,0.3,0.42,0.4,0.41000000000000003
CSE1L,0.38,0.48,0.38,0.38,0.48,0.45
RPS9,0.52,0.66,0.4,0.52,0.42,0.52
COPA,0.54,0.4,0.48,0.58,0.46,0.37
CNOT3,0.38,0.48,0.44,0.52,0.34,0.37
SART1,0.34,0.44,0.56,0.46,0.56,0.43000000000000005
FAM32A,0.48,0.42,0.36,0.36,0.48,0.47
SIN3A,0.5,0.54,0.48,0.44,0.44,0.41000000000000003
POLR2A,0.52,0.44,0.4,0.42,0.28,0.33999999999999997
UBA1,0.42,0.52,0.4,0.6,0.52,0.31
MAGOH,0.46,0.56,0.42,0.68,0.52,0.53
RFC3,0.44,0.5,0.46,0.56,0.6,0.5
MCM10,0.44,0.36,0.32,0.46,0.46,0.37
C1QBP,0.54,0.3,0.48,0.46,0.36,0.42
TIMM9,0.44,0.5,0.44,0.36,0.24,0.47
MBTPS2,0.32,0.4,0.46,0.54,0.48,0.36
GAB2,0.52,0.32,0.36,0.22,0.28,0.36
GTF2H1,0.54,0.52,0.42,0.34,0.52,0.37
GPS1,0.36,0.48,0.4,0.42,0.32,0.49
RIOK1,0.56,0.48,0.36,0.4,0.34,0.34
RRP12,0.42,0.38,0.42,0.38,0.48,0.32
CPSF3,0.42,0.26,0.38,0.36,0.4,0.36
RPA1,0.5,0.44,0.42,0.34,0.46,0.31
LTV1,0.44,0.54,0.4,0.48,0.36,0.49
RPL12,0.44,0.42,0.28,0.34,0.34,0.32
DYNLRB1,0.44,0.5,0.52,0.56,0.5,0.43000000000000005
PHF5A,0.4,0.46,0.42,0.5,0.44,0.33999999999999997
NDC80,0.46,0.46,0.42,0.44,0.46,0.37
BDP1,0.42,0.36,0.44,0.32,0.44,0.28
WDR12,0.3,0.34,0.6,0.46,0.42,0.45999999999999996
POLA1,0.38,0.34,0.46,0.52,0.34,0.46
OXA1L,0.42,0.54,0.32,0.44,0.3,0.29000000000000004
DNTTIP2,0.48,0.52,0.28,0.38,0.46,0.36
ORC1,0.54,0.36,0.38,0.44,0.32,0.25
GNL2,0.48,0.58,0.34,0.36,0.3,0.45999999999999996
TUBGCP2,0.5,0.4,0.64,0.44,0.52,0.47
RPS20,0.48,0.54,0.46,0.32,0.52,0.41000000000000003
RPS17,0.46,0.54,0.46,0.48,0.34,0.48
MED10,0.54,0.34,0.3,0.34,0.36,0.35
PHAX,0.5,0.38,0.52,0.52,0.36,0.43
PSMB7,0.44,0.38,0.28,0.42,0.5,0.36
RPL9,0.56,0.54,0.46,0.52,0.4,0.56
PSMA4,0.42,0.42,0.36,0.42,0.38,0.28
PSMC1,0.48,0.44,0.32,0.34,0.42,0.33
RAD51,0.48,0.5,0.44,0.58,0.42,0.48
TSR2,0.52,0.52,0.44,0.3,0.28,0.39
EEF2,0.44,0.38,0.4,0.58,0.52,0.44
INTS8,0.46,0.36,0.34,0.38,0.16,0.27
RPL24,0.54,0.42,0.32,0.36,0.28,0.45
PSMA3,0.58,0.36,0.32,0.32,0.4,0.32
RPS11,0.5,0.58,0.48,0.54,0.28,0.45
NIFK,0.5,0.48,0.56,0.56,0.44,0.44999999999999996
PRPF4B,0.46,0.4,0.38,0.46,0.36,0.45
PCF11,0.54,0.38,0.38,0.36,0.28,0.38
EIF3E,0.5,0.54,0.46,0.46,0.56,0.47
RPL26,0.42,0.5,0.36,0.32,0.44,0.36
NFRKB,0.46,0.36,0.44,0.46,0.34,0.39
PIAS4,0.4,0.5,0.56,0.52,0.36,0.55
IARS2,0.5,0.5,0.44,0.46,0.44,0.49
SRRT,0.44,0.44,0.4,0.36,0.36,0.45
MED19,0.5,0.46,0.3,0.3,0.42,0.28
SMC4,0.5,0.42,0.52,0.4,0.44,0.4
EIF2B5,0.44,0.52,0.36,0.3,0.36,0.30000000000000004
POLA2,0.46,0.48,0.52,0.54,0.5,0.44
INTS9,0.48,0.42,0.42,0.36,0.4,0.41000000000000003
DHODH,0.32,0.44,0.4,0.48,0.5,0.52
